Rule Name,Category,Category II,Category III,Payer,State,Last Reviewed,Date Updated,Description of Billing Rule (See Conditions tab for alert message),Description,NOTES/Resources,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-80,"R00-R99 - Chapter 18: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,Coding,,,4/2/21,,R65.2* (Severe sepsis) cannot be billed as primary dx. Source of infection should be coded first.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-81,Manifestation Codes,,Coding,,,8/23/23,8/23/23,Manifestation codes cannot be reported as the first listed diagnosis - review ordering of ICD-10 codes.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-82,Age - Adult 15-123 years (Physician),,Coding,,,4/2/21,,The diagnosis is inconsistent with the patient's age. One or more ICD-10 codes are only appropriate for ages 15-123 years.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-83,Age - Maternity 9-64 years (Physician),,Coding,,,4/2/21,,The diagnosis is inconsistent with the patient's age. One or more ICD-10 codes are only appropriate for ages 9-64 years.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-84,Age - Newborn 0 years (Physician),,Coding,,,4/2/21,,The diagnosis is inconsistent with the patient's age. One or more ICD-10 codes are only appropriate for newborn patients (28 days and under).,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-85,Age - Pediatric 0-17 years (Physician),,Coding,,,4/2/21,,The diagnosis is inconsistent with the patient's age. One or more ICD-10 codes are only appropriate for pediatric patients (0-17 years old).,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-86,"O00-O9A - Chapter 15: Pregnancy, childbirth, and the puerperium",,Coding,,,4/12/21,,Review the ICD-10 coding versus the age of the patient.  Supervision of young primigravida and multigravida is the supervision of pregnancy for a female less than 16 years old at expected date of delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-87,Z Code as Primary Diagnosis,,,,,4/12/21,12/14/21,Review ordering of ICD-10 code(s).  A Z code is present that may only be billed as the primary diagnosis.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-88,G00-G99 - Chapter 6: Diseases of the nervous system,,,,,4/12/21,,"For bilateral other lesions of median nerve, use G56.13 rather than right and left diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-89,"O00-O9A - Chapter 15: Pregnancy, childbirth, and the puerperium",Maternity Care and Delivery,Coding,,,4/22/21,,"Encounter for supervision of normal pregnancy (Z34) should not be reported with any complication of pregnancy (O00-O9A), encounter for pregnancy test  (Z32.0-), or encounter for supervision of high risk pregnancy (O09.-).",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-9,M00-M99 - Chapter 13: Diseases of the musculoskeletal system and connective tissue,,Coding,,,,,"M54.3 (Sciatica) with M57.0-G57.02 (lesion of sciatic nerve), M51.1-M51.17 (sciatica due intervertebral disc disorder), and/or M54.4-M54.42 (sciatica with lumbago) identify conditions that cannot be reported together except  when the two conditions are unrelated per the ICD-10-CM Excludes1 note guideline.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-90,Z3A Weeks of Gestation,"Weeks of gestion (Z3A): Code first complications of pregnancy, childbirth and the puerperium (O09-O9A)",Coding,,,4/22/21,,"Weeks of gestion (Z3A): Code first complications of pregnancy, childbirth and the puerperium (O09-O9A)",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-91,"O00-O9A - Chapter 15: Pregnancy, childbirth, and the puerperium",Maternity Care and Delivery,Coding,,,4/22/21,,Review the ICD-10 coding versus the age of the patient.  Supervision of elderly primigravida and multigravida is the supervision of pregnancy for a female 35 years and older at expected date of delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-92,"O00-O9A - Chapter 15: Pregnancy, childbirth, and the puerperium",Maternity Care and Delivery,Coding,,,4/22/21,,Review the ICD-10 coding versus the age of the patient.  Supervision of pregnancy for a female 35 years and older at expected date of delivery is considered high risk. Z34 may not be appropriate.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-93,"O00-O9A - Chapter 15: Pregnancy, childbirth, and the puerperium",Maternity Care and Delivery,Coding,,,4/22/21,,Review the ICD-10 coding versus the age of the patient. Supervision of pregnancy for a female less than 16 years old at expected date of delivery is considered high risk. Z34 may not be appropriate.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-94,L00-L99 - Chapter 12: Diseases of the Skin and Subcutaneous Tissue,,Coding,,,5/4/21,,"L50 Urticaria and allergic contact dermatitis (L23-L23.9), angioneurotic edema (T78.3-T78.3XXS), giant urticaria (T78.3-T78.3XXS), hereditary angio-edema (D84.1), Quincke's edema (T78.3-T78.3XXS), serum urticaria (T80.6-T80.69XS), solar urticaria (L56.3), urticaria neonatorum (P83.8), urticaria papulosa (L28.2), and urticaria pigmentosa (D47.01) identify conditions that cannot be reported together except  when the two conditions are unrelated per the ICD-10-CM Excludes1 note guideline.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-95,"R00-R99 - Chapter 18: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,Coding,,,5/11/21,,"R19.4 should not be billed with K59.0-K59.09, K59.1",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-96,"S00-T88 - Chapter 19: Injury, Poisoning, and Certain Other Consequences of External Causes","Sequela - S60        Superficial injury of wrist, hand and fingers",Coding,Delete,Use ICD10-126,4/4/23,4/4/23,"Review coding guidelines for sequela ICD-10 code(s). A sequela is the residual effect (condition produced) after the acute phase of an illness or injury has terminated. Coding of sequela generally requires two codes sequenced in the following order: the condition or nature of the sequela is sequenced first. The sequela code is sequenced second per ICD-10-CM Official Guidelines for Coding and Reporting. If sequela is not appropriate, please review initial and subsequent encounter options to see if that would be more appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-97,Z20-Z20.9 Chapter 21: Factors Influencing Health Status and Contact With Health Services,,Coding,,,6/30/21,,Encounter for screening for other suspected endocrine disorder (Z13.29) should not be reported with encounter for screening for diabetes mellitus (Z13.1) except when the two conditions are unrelated per the ICD-10-CM Excludes 1 guideline.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-98,J00-J99 - Chapter 10: Diseases of the respiratory system ,,Coding,,,7/14/21,,J91.0 cannot be used as primary dx. Code first underlying neoplasm.,Code first underlying condition,,,,,,,,,,,,,,,,,,,,,,,,,
ICD10-99,J00-J99 - Chapter 10: Diseases of the respiratory system ,,Coding,,,7/14/21,,J91.8 cannot be used as primary dx. Code first underlying disease.,Code first underlying condition,,,,,,,,,,,,,,,,,,,,,,,,,
IDMCD1,Evaluation & Management,,Payer,Medicaid,Idaho,4/24/23,,"Idaho Medicaid does not recognize or reimburse codes for consultation services (CPT® codes 99241– 99245 and 99251–99255), instead the appropriate evaluation and management code for office, other outpatient services, hospital or nursing facility should be billed for the services rendered. As Idaho Medicaid does not use consultation codes, more than one physician will be permitted to bill an initial visit. ",,https://www.idmedicaid.com/Provider%20Guidelines/Physician%20and%20Non-Physician%20Practitioner.pdf,,,,,,,,,,,,,,,,,,,,,,,,
IDMCD2,Drugs,,Payer,Medicaid,Idaho,,,"Federal mandates require that professional claims for drugs reported with HCPCS must include the appropriate NDC of the drug supplied, units dispensed, and basis of measurement for each HCPCS drug. This requirement applies to drugs with HCPCS codes, whether submitted electronically, on a paper CMS-1500 claim form, or as a Medicare cross-over claim.
",,https://www.idmedicaid.com/Provider%20Guidelines/Physician%20and%20Non-Physician%20Practitioner.pdf,,,,,,,,,,,,,,,,,,,,,,,,
IDMCD3,Vaccine,,Payer,Medicaid,Idaho,,,"The Vaccine for Children (VFC) program offers a free-vaccine program for children who have not reached their 19th birthday. When a free vaccine(s) is administered, the CPT® code for the vaccine should be billed with modifier SL at a zero-dollar amount ($0.00).",,https://www.idmedicaid.com/Provider%20Guidelines/Physician%20and%20Non-Physician%20Practitioner.pdf,,,,,,,,,,,,,,,,,,,,,,,,
IDMCD4,Labs,,Payer,Medicaid,Idaho,3/8/21,,"80050 is not reimbursed by payer. Unbundle labs and bill individually.	",https://publicdocuments.dhw.idaho.gov/WebLink/Browse.aspx?id=3488&dbid=0&repo=PUBLIC-DOCUMENTS&cr=1,,,,,,,,,,,,,,,,,,,,,,,,,
IDMCD5,Vaccine,,Payer,Medicaid,Idaho,,,Pediatric vaccines are billed per vaccine dose.  Do not bill vaccine components.,,,,,,,,,,,,,,,,,,,,,,,,,,
ILMCD7,Universal,,Payer ,Medicaid,Illinois,,,Illinois Medicaid requires NDC information.,,https://www.illinois.gov/hfs/SiteCollectionDocuments/a200a.pdf,,,,,,,,,,,,,,,,,,,,,,,,
ILMCD8,Vaccine,,Payer,Medicaid,Illinois,,,Bill 99211 or other outpatient visit for evaluation and management not requiring the presence of a physician and bill the specific vaccine procedure codes.,,https://www.illinois.gov/hfs/SiteCollectionDocuments/a200a.pdf,,,,,,,,,,,,,,,,,,,,,,,,
INTEG1,Integumentary,,Coding,,,3/16/23,,11045 is missing the primary procedure.  Use 11045 in conjunction with 11042.,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG10,Integumentary,,Coding,,,3/16/23,,Use 13133 in conjunction with 13132,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG11,Integumentary,,Coding,,,3/16/23,,Use 13153 in conjunction with 13152,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG12,Integumentary,,Coding,,,3/16/23,,"Use 11008 in conjunction with 10180, 11004-11006",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG13,Integumentary,,Coding,,,3/16/23,3/16/23,"17003 (Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses),second through 14 lesions, each) is missing the primary procedure code. Report 17000 for the first lesion and 17003 for the 2nd-14th lesions. Change units for 17003 based on additional number of lesions treated.",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG14,Integumentary,,Coding,,,3/16/23,3/16/23,17004 should not be reported with 17000 or 17003. 17004 is for 15 or more lesions and should be billed with 1 unit.,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG15,Integumentary,Treatment of Lesions,Coding,,See UNVSL9,7/19/23,7/19/23,"Treatment of Lesions: Injection code is present without drug (J code).  Review chart for drug used, if applicable. Add drug if clinic supplied.",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG16,Integumentary,,Coding,,,3/24/23,3/24/23,"Review procedure performed under anesthesia (other than local) billed in an office setting. See CPT 15853 (removal of sutures OR staples not requiring anesthesia) /15854 (Removal of sutures AND staples, not requiring anesthesia).",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG17,Integumentary,Podiatry,Payer,Medicare,"AL, GA, TN, SC, VA, WV, NC",,,"Review Coding for Mycotic Nails: Claim should be coded with ICD-10 code B35.1 as a primary code AND L02.611- L02.612, L03.031-L03.032, L03.041-L03.042, M79.671- M79.672, M79.674-M79.675 or R26.2 as a secondary code. Systemic condition modifiers are not necessary for services performed for this indication with these diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG18,Integumentary,Podiatry,Payer,Medicare,"AL, GA, TN, SC, VA, WV, NC",,,"Review Coding for Systemic Conditions: Routine procedures are covered only if the patient is under the active care of a doctor of medicine or osteopathy or NPP who documents the condition. This provider must be added as the referring provider. The date the patient was last seen by the referring provider should be billed in the ""Reserved for Local Use"" box. ",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG19,Integumentary,Podiatry,Payer,Medicare,"AL, GA, TN, SC, VA, WV, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG2,Integumentary,,Coding,,,3/16/23,,11046 is missing the primary procedure. Use 11046 in conjunction with 11043,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG3,Integumentary,,Coding,,,3/16/23,,11047 is missing the primary procedure. Use 11047 in conjunction with 11044.,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG4,Integumentary,,Coding,,,3/16/23,3/16/23,"11103 is missing the primary procedure. Report 11103 in conjunction with 11102, 11104,11106.",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG5,Integumentary,,Coding,,,3/16/23,3/16/23,"Report 11105 in conjunction with 11104,11106.",,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG6,Integumentary,,Coding,,,3/16/23,3/16/23,Report 11107 in conjunction with 11106,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG7,Integumentary,,Coding,,,3/16/23,,Use 11201 in conjunction with 11200,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG8,Integumentary,,Coding,,,3/16/23,,Use 13122 in conjunction with 13121,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEG9,Integumentary,,Coding,,,3/16/23,,Use 13102 in conjunction with 13101,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS1,Labs,,Coding,,,3/16/23,,Adjust units for 87804 when testing for Flu A and Flu B,87804 Units,Additional enhancements are required to remove rule when there is not an issue with the claim,,,,,,,,,,,,,,,,,,,,,,,,
LABS10,Labs,,Payer,Medicare,"AL, GA, TN, SC, NC, VA, WV",3/17/23,3/17/23,Drug Testing - ICD-10 codes that support medical necessity may not be present. Review diagnosis coding and payer policy.,,https://www.cms.gov/medicare-coverage-database/view/article.aspx?articleId=54799&ver=45,,,,,,,,,,,,,,,,,,,,,,,,
LABS11,Labs,,Coding,,,3/16/23,3/16/23,"82247, 88720 - Use Z13.228 (Encounter for screening for other metabolic disorder) if performed during routine well-child visit without a medical dx to cover lab being performed. (Ex: Jaundice)",,https://www.aap.org/en-us/documents/coding_preventive_care.pdf,,,,,,,,,,,,,,,,,,,,,,,,
LABS12,Labs,,Coding,,,3/16/23,3/16/23,"80061, 82465, 83718, 84478 - Use Z13.220 (Encounter for screening for lipid disorders) if performed during routine well-child visit.",,https://www.aap.org/en-us/documents/coding_preventive_care.pdf,,,,,,,,,,,,,,,,,,,,,,,,
LABS13,Labs,,Coding,,,,,"85018 - Use Z13.0 (Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (eg, anemia)) if performed during routine well-child visit.",,https://www.aap.org/en-us/documents/coding_preventive_care.pdf,,,,,,,,,,,,,,,,,,,,,,,,
LABS14,Labs,,Coding,,,3/16/23,,83655 - Use Z13.88 (Encounter for screening for disorder due to exposure to contaminants) if performed during routine well-child visit.,,https://www.aap.org/en-us/documents/coding_preventive_care.pdf,,,,,,,,,,,,,,,,,,,,,,,,
LABS15,Labs,,Coding,,,3/16/23,,Administration of PPD Test (86580) should be billed with Z11.1 (Encounter for screening for respiratory tuberculosis).,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS16,Labs,,Coding,,,3/16/23,3/16/23,"Sexually Transmitted Infection and HIV Screening CPT Codes - Use Z11.3 (Screening for infections with a predominantly sexual mode of transmission (excludes HPV and HIV)), Z11.4 (Screening for HIV), Z11.51 (Screening for human papillomavirus (HPV)) or Z11.8 (Screening for other infectious and parasitic diseases (eg, chlamydia)) if performed during routine well-child visit.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS17,Labs,,Coding,,,3/16/23,3/16/23,"Use 80050 for general health panel. This panel must include the following: Comprehensive metabolic panel (80053) Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009), and Thyroid stimulating hormone (TSH) (84443). Normally, codes 80053,85025 and 84443 are used for the panel.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS18,Labs,,Coding,,,,,"Review payer guidelines: 80047 Basic metabolic panel (Calcium, ionized) may be required to bill rather than individual CPTs. This panel must include the following: Calcium, ionized (82330) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea Nitrogen (BUN) (84520)",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS19,Labs,,Coding,,,,,"Review payer guidelines: 80048 Basic metabolic panel (Calcium, total) may be reported rather than individual CPTs. This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS2,Labs,,Payer,Medicare,,3/16/23,3/16/23,"80050 is not reimbursed by payer.  Unbundle labs and bill individually. Normally offices order 80053,85025 and 84443 for this panel.",Medicare General Health Panel,,,,,,,,,,,,,,,,,,,,,,,,,
LABS20,Labs,,Coding,,,4/24/23,,80051 Electrolyte panel may be reported rather than individual CPTs. This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295). Review payer guidelines.,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS21,Labs,,Coding,,,4/24/23,,"80053 Comprehensive metabolic panel may be reported rather than individual CPTs. This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520). Review payer guidelines.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS22,Labs,,Coding,,,4/24/23,,"80061 Lipid panel may be reported rather than individual CPTs. This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478). Review payer guidelines.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS23,Labs,,Coding,,,4/24/23,,"80069 Renal function panel may be reported rather than individual CPTs. This panel must include the following: Albumin (82040) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphorus inorganic (phosphate) (84100) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520). Review payer guidelines.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS24,Labs,,Coding,,,4/24/23,,"80074 Acute hepatitis panel may be reported rather than individual CPTs. This panel must include the following: Hepatitis A antibody (HAAb), IgM antibody (86709) Hepatitis B core antibody (HBcAb), IgM antibody (86705) Hepatitis B surface antigen (HBsAg) (87340) Hepatitis C antibody (86803). Review payer guidelines.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS25,Labs,,Coding,,,4/24/23,,"80076 Hepatic function panel may be reported rather than individual CPTs. This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450). Review payer guidelines.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS26,Labs,,Payer,Medicare,,4/24/23,,"Review diagnosis coding. Codes are listed on the encounter that are never covered by Medicare for a diagnostic lab testing service. If a code from this section is given as the reason for the test, the test may be billed to the Medicare beneficiary without billing Medicare first because the service is not covered by statute, in most instances  because  it  is  performed  for  screening  purposes  and  is  not  within  an  exception.  The  beneficiary, however, does have a right to have the claim submitted to Medicare, upon request.",,https://azaleahealth.app.box.com/file/680956700114,,,,,,,,,,,,,,,,,,,,,,,,
LABS27,Labs,Urinalysis,Coding,,,4/24/23,,"If a Urinalysis with Microscopic exam is performed, the 81001 CPT code will be used and the 81003 CPT for the normal Urinalysis will not be billed.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS28,Labs,,Coding,,,4/24/23,,"80053, 85025, 85004, 85027, 85007, 85009, 84443 is included in 80050 and cannot be billed separately.",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS29,Labs,,Coding,,,4/24/23,,87631 and 87502 cannot be reported together for the same specimen.  Review documentation to determine is a modifier is appropriate due to different specimens.,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS3,Labs,,Payer,Medicare,,4/6/2023,4/6/2023,CLIA waived tests are present - review and add modifier QW to CLIA waived tests.,CLIA Waived Test ,https://www.cms.gov/Regulations-and-Guidance/Legislation/CLIA/Downloads/waivetbl.pdf,,,,,,,,,,,,,,,,,,,,,,,,
LABS30,Labs,,Payer,Medicare,Delete,4/27/23,4/27/2023,Medicare has limited coverage for CPT code 86141 and 83698 - review LCD article for appropriate ICD-10 code.,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS31,Labs,Clinical laboratories,Payer,UHC Medicare Advantage,Delete see UNVSL5,10/25/23,10/25/23,All Medicare Advantage claims must be submitted with a valid ordering or referring practitioner for clinical laboratories for ordered tests.,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS32,Labs,,,,,4/24/23,,80048 is included in 80069 and cannot be billed using any modifier.,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS33,Labs,,,,,3/17/23,3/17/23,"84153 should be used instead of G0103 when performed for a medical reason (elevated PSA, BPH, hematuria, Prostate cancer, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,
LABS34,Labs,Medicare/Medicare Adv,Payer,Medicare/Adv,,3/17/23,3/17/23,G0103 should be used instead of 84153 when a PSA is performed as a screening without symptoms present.,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS35,Labs,,Payer,UHC ,,8/1/23,8/1/23,"UHC will not reimburse for the Respiratory Viral Panel Testing (0115U,0202U,0225U,87632,87633)",,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-reimbursement/rpub/community-plan-reimbursement-update-bulletin-august-2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,
LABS4,Labs,,Payer,UHC ,,3/8/2023,3/8/2023,CLIA waived tests are present - review and add modifier QW to CLIA waived tests. **SELECT ALL UNITED HEALTHCARE/UHC MEDICARE PLANS,CLIA Waived Test ,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-reimbursement/COMM-CLIA-ID-Requirements-Policy.pdf,,,,,,,,,,,,,,,,,,,,,,,,
LABS5,Labs,,Payer,,,3/17/23,3/17/23,Medical necessity for pregnancy test,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS6,Labs,Added to LABS 4,Payer,UHC Community Plan,,,,CLIA waived tests are present - review and add modifier QW to CLIA waived tests. **SELECT ALL UNITED HEALTHCARE/UHC COMMUNITY PLANS,,Additional enhancements to CPT modifier condition are required to remove rule when there is not an issue with the claim,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-reimbursement/UHCCP-Clinical-Laboratory-Improvement-Amend-ID-Requirement-Policy-(R6000).pdf,,,,,,,,,,,,,,,,,,,,,,,
LABS7,Labs,,Payer,Medicaid,Vermont,4/6/23,4/6/2023,CLIA waived tests are present - review and add modifier QW to CLIA waived tests.,CLIA Waived Test ,Additional enhancements to CPT modifier condition are required to remove rule when there is not an issue with the claim,,,,,,,,,,,,,,,,,,,,,,,,
LABS8,Labs,,Coding,,,3/17/23,3/17/23,Drug Testing - ICD-10 codes that support medical necessity may not be present. Review diagnosis coding and payer policy.,,,,,,,,,,,,,,,,,,,,,,,,,,
LABS9,Labs,,Coding,,,,3/24/23,"Per CCI guidelines,81000-81003 has an unbundle relationship with 80305-80307. Review documentation to determine if a modifier override is appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
LAMCD1,Universal,,Payer,Medicaid,Louisiana,4/24/23,,"Effective with date of service March 1, 2008, physicians, physician groups, APRNs, and physician assistant providers are required to submit NDC information and the corresponding HCPCS code for physician-administered drugs on the 837P (Professional transaction) and the CMS-1500 claim form. ",https://www.lamedicaid.com/Provweb1/ndc-logos2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
MDMCD1,Vaccine - VFC,,Payer,Medicaid,Maryland,4/24/23,,Report the appropriate vaccine product CPT code(s) with the SE modifier appended to each code with an established fee.,,,,,,,,,,,,,,,,,,,,,,,,,,
MDMCD2,Vaccine - VFC,,Payer,Medicaid,Maryland,4/24/23,,Do NOT bill a separate CPT vaccine administration code to Medicaid/Medicaid MCO.,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV1,Medicine Services and Procedures,"(99000-99091) Special Services, Procedures and Reports",Payer,Medicare,,4/24/23,,99001 (Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated)) is not covered by Medicare in any payment system.,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV10,Medicine Services and Procedures,"(96365-96379) Therapeutic, prophylactic, and diagnostic injections & infusions ",Coding,,,3/17/23,,"Units should be adjusted for 96372 if medication was injected in multiple sites **This alert is NOT required, but is encouraged if you need the reminder",96372 Units,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV11,Medicine Services and Procedures,"(99000-99091) Special Services, Procedures & Reports",Payer,Medicare,All,3/17/23,,99000 is not covered by Medicare in any payment system,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV12,Medicine Services and Procedures,"(96365-96379) Therapeutic, prophylactic, and diagnostic injections & infusions ",Coding,,,4/24/23,,"The therapeutic or diagnostic injection (96372) is included in the evaluation/management service . Under appropriate circumstances, a 25 modifier may be required to identify distinct E/M service.",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV13,Medicine Services and Procedures,"CCI 93000, 69209",Coding,,,3/17/23,,"Per CCI guidelines, 93000 has an unbundle relationship with 69209. Review documentation to determine if a modifier override is appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV14,Medicine Services and Procedures,(95115-95199) Allergen Immunotherapy Services and Procedures,Coding,,,3/17/23,,"Per CCI guidelines, 96372 has an unbundle relationship with 95115, 95117. Review medical documentation to determine if a modifier override is appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV15,Medicine Services and Procedures,"(96365-96379) Therapeutic, prophylactic, and diagnostic injections & infusions",Payer ,BCBS,"All, except Virginia",,,Anthem requires that claims for injection services performed in the office setting must include the applicable Healthcare Common Procedure Coding System (HCPCS Level II) for the injected substance.,,https://www.anthem.com/docs/public/inline/C-12005.PDF,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV16,Medicine Services and Procedures,(94010-94799) Pulmonary Diagnostic Testing and Therapies,Coding,,,4/24/23,,CPT code 94060 includes the administration of a bronchodilator.  It is a misuse of CPT code 94640 (Pressurized or non-pressurized inhalation treatment for acute airway obstruction...) to report 94640 for the administration of the bronchodilator included in CPT code 94060.  The bronchodilator medication may be reported separately.,https://azaleahealth.box.com/s/5jhwyyzxuajp8giwwvz2mgs334am7i18,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV17,Medicine Services and Procedures,(94010-94799) Pulmonary Diagnostic Testing and Therapies,Coding,,,4/24/23,,"CPT code 94640 (Pressurized or non-pressurized inhalation treatment for acute airway obstruction...) and CPT code 94664 (Demonstration and/or evaluation of patient utilization of an aerosol generator...) generally should not be reported for the same patient encounter. The demonstration and/or evaluation described by CPT code 94664 is included in CPT code 94640 if it uses the same device (e.g., aerosol generator) that is used in the performance of CPT code 94640. If performed at separate patient encounters on the same date of service, the two services may be reported separately.",https://azaleahealth.box.com/s/5jhwyyzxuajp8giwwvz2mgs334am7i18,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV18,Medicine Services and Procedures,(94010-94799) Pulmonary Diagnostic Testing and Therapies,,,,4/24/23,,Inhalation drugs may be separately reimbursable.  Add drug HCPCS code for drug administered.,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV19,Medicine Services and Procedures,(90460-90474) Immunization Administration for Vaccines/Toxoids,Coding,,,9/18/23,9/18/23,96372 may bundle into the administration of the vaccine.  Append 59 modifier to 96372 if an injection separate from the vaccine administration was given.,,,,,,,,,,,,,,,,,,,,,,,,,,
